,food_name,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,calcium_mg,iron_mg,energy_kj,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug
,Lemon souffle,168.51,13.43,6.95,10.02,11.67,0.00,59.81,0.56,705.67,5765.42,2873.65,523.64,100.42,75.16,7.40,50.73,88.44,0.02,9.28,0.00,0.01,0.00,0.42,164.56,0.52,0.00,0.18,0.00,3.08,13.55,0.03,0.12,0.08,0.45,0.05,5.03,13.55,5.44,100.53
,Orange souffle,168.28,14.20,6.80,9.73,12.31,0.22,59.04,0.65,704.69,5592.12,2794.54,502.56,97.54,73.80,8.23,49.22,101.26,0.03,8.90,0.00,0.01,0.00,0.40,159.84,0.51,0.06,0.17,0.44,2.99,15.55,0.04,0.12,0.11,0.46,0.05,5.39,15.55,7.85,214.64
,Vanilla souffle,187.85,14.78,7.71,11.19,12.86,0.00,70.60,0.58,786.62,6452.94,3215.03,564.02,109.43,86.96,7.70,56.73,90.16,0.03,10.02,0.00,0.01,0.00,0.46,179.31,0.58,0.00,0.19,0.00,3.36,14.12,0.03,0.14,0.08,0.50,0.05,5.62,14.12,0.60,122.69
,Chocolate souffle,189.32,14.74,7.88,11.36,12.69,0.00,71.55,0.71,792.69,6554.14,3276.66,565.78,108.18,94.96,14.67,56.07,109.25,0.08,9.90,0.00,0.01,0.00,0.55,177.27,0.58,0.00,0.19,0.02,3.32,14.48,0.03,0.14,0.10,0.49,0.05,5.55,14.48,0.59,121.84
,Pineapple souffle ,196.14,15.52,8.06,11.72,13.45,0.00,67.23,0.61,821.36,6747.05,3371.56,597.04,117.82,86.45,7.64,59.17,88.17,0.03,10.72,0.00,0.01,0.00,0.48,193.07,0.61,0.00,0.21,0.00,3.62,14.68,0.03,0.14,0.08,0.51,0.05,5.90,14.68,0.50,117.25
,Apple mousse,106.92,12.77,4.21,4.27,10.56,1.60,33.76,0.48,447.82,2169.32,1202.89,422.74,57.67,43.78,8.41,28.79,109.32,0.04,6.27,0.00,0.04,0.23,0.28,66.99,0.36,0.90,0.12,2.25,2.00,9.65,0.03,0.06,0.19,0.30,0.05,3.09,9.65,3.97,183.00
,Rich chocolate mousse,188.26,10.84,7.96,12.19,10.30,0.00,54.59,0.97,785.94,7000.33,3583.85,592.99,111.71,97.37,26.66,51.71,128.77,0.18,10.32,0.00,0.02,0.00,0.68,167.28,0.63,0.00,0.20,0.22,3.47,15.03,0.03,0.11,0.13,0.45,0.05,5.23,15.03,0.33,105.19
,Mango mousse,124.98,9.14,3.21,8.47,8.89,0.88,51.38,0.35,520.63,5302.87,2240.78,332.63,23.66,40.02,10.48,19.62,113.71,0.05,1.27,0.01,0.11,0.01,0.20,125.16,0.33,1.69,0.00,3.31,0.00,39.67,0.03,0.10,0.16,0.19,0.07,1.94,39.67,15.32,844.68
,Orange and pineapple cream,101.18,11.96,1.44,5.43,11.37,1.03,35.00,0.41,422.92,3429.26,1433.94,200.84,15.43,29.62,8.47,10.17,114.98,0.03,0.08,0.01,0.22,0.00,0.12,81.63,0.23,0.15,0.00,1.25,0.00,11.85,0.04,0.07,0.15,0.18,0.05,1.96,11.85,22.32,290.68
,Charlotte rousse,188.29,34.08,3.95,4.78,20.48,1.01,34.95,0.53,790.33,2717.56,1359.16,278.22,47.04,46.18,9.65,56.45,92.26,0.04,4.30,0.00,0.34,0.00,0.27,77.08,0.35,0.50,0.08,0.79,1.44,11.35,0.04,0.07,0.10,0.28,0.06,2.71,11.35,9.99,88.65
,Triffle pudding,116.97,18.24,2.93,3.93,13.89,0.12,48.72,0.47,493.52,2200.47,1133.24,217.16,36.95,59.71,8.37,26.95,99.90,0.04,3.70,0.00,0.07,0.00,0.31,46.81,0.24,0.29,0.07,0.04,1.25,9.82,0.03,0.07,0.20,0.30,0.05,2.51,9.82,6.61,114.87
,Snow flakes pudding,95.21,8.07,4.67,4.97,8.01,0.03,101.33,0.42,399.56,2595.24,1503.27,292.58,57.55,105.45,8.74,39.60,115.36,0.04,7.11,0.00,0.01,0.00,0.46,31.13,0.41,0.07,0.13,0.09,2.30,13.36,0.03,0.12,0.08,0.50,0.06,4.45,13.36,1.72,182.53
,Kulfi,98.43,11.30,3.21,4.70,10.39,0.12,111.86,0.20,413.82,2548.10,1467.59,256.80,0.00,94.04,10.63,23.97,114.04,0.04,0.92,0.00,0.03,0.02,0.35,0.00,0.47,0.02,0.00,0.10,0.00,6.92,0.03,0.10,0.11,0.32,0.04,1.87,6.92,1.87,185.96
,Steamed orange pudding,278.03,41.53,2.34,12.04,26.53,0.58,21.15,0.55,1163.99,7542.23,3037.58,479.21,31.86,83.06,11.23,79.10,108.76,0.05,0.22,0.00,0.16,0.01,0.23,138.80,0.42,1.25,0.00,1.25,0.05,14.81,0.06,0.03,0.22,0.25,0.04,0.59,14.81,20.23,164.78
,Meringue and rice pudding,112.93,14.60,4.84,4.05,10.87,0.17,85.43,0.37,474.30,2149.55,1205.32,230.63,40.85,92.81,8.94,44.16,110.88,0.04,6.81,0.00,0.04,0.01,0.41,22.10,0.32,0.00,0.17,0.07,1.63,11.02,0.04,0.11,0.18,0.52,0.05,3.71,11.02,1.35,151.09
,Cheese pudding,285.01,19.27,11.29,18.37,18.63,0.05,226.11,0.87,1190.38,10555.29,5356.95,851.30,99.76,196.41,19.03,37.83,81.70,0.10,18.27,0.05,0.08,0.01,1.53,148.35,0.58,0.10,0.17,0.85,3.03,50.13,0.03,0.10,0.10,0.57,0.06,12.81,50.13,0.25,201.65
,Chocolate pudding,211.96,29.59,3.55,9.48,20.68,0.53,64.56,0.60,891.10,5510.77,2432.92,372.40,46.25,77.36,12.04,171.36,79.22,0.09,4.53,0.00,0.09,0.00,0.39,98.78,0.35,0.00,0.06,0.66,1.10,10.91,0.05,0.06,0.33,0.19,0.03,1.84,10.91,0.45,109.02
,Bread and butter pudding ,167.94,19.63,5.59,7.88,11.84,0.98,105.54,0.90,705.95,3401.11,2736.33,672.16,55.29,108.37,19.86,96.30,155.43,0.10,7.28,0.00,0.18,0.02,0.57,52.72,1.09,0.21,0.11,0.63,1.98,17.38,0.07,0.11,0.43,0.41,0.06,3.65,17.38,1.28,152.50
,Queen of pudding,132.92,16.35,5.51,5.38,11.77,0.27,78.26,0.53,558.58,2784.52,1526.61,303.61,60.59,84.35,9.24,85.59,107.57,0.05,9.55,0.00,0.05,0.00,0.42,50.24,0.38,0.00,0.24,0.15,2.24,14.32,0.05,0.10,0.21,0.53,0.05,4.17,14.32,2.49,125.60
,Pineapple upside down pudding,257.73,35.73,3.15,11.91,22.16,0.80,26.05,0.68,1079.36,7195.99,3110.16,541.77,62.13,81.36,10.27,74.52,81.05,0.06,3.82,0.00,0.44,0.00,0.35,143.99,0.46,1.03,0.08,1.39,1.37,11.55,0.05,0.05,0.17,0.30,0.06,1.99,11.55,7.23,150.34
,Date and nut pie,322.42,46.86,3.93,13.31,31.18,4.13,34.69,1.54,1348.65,5142.74,2880.34,4381.90,18.85,77.21,40.61,3.87,291.15,0.29,1.85,0.01,0.74,0.40,0.75,84.78,0.60,6.32,0.00,9.91,0.00,14.26,0.09,0.04,0.63,0.35,0.13,1.54,14.26,2.83,935.38
,Stewed apple with custard,92.87,18.36,1.27,1.82,15.46,1.01,49.24,0.18,392.17,1011.55,448.46,153.56,0.00,38.25,6.11,16.66,82.79,0.04,0.51,0.00,0.05,0.30,0.17,0.00,0.13,0.51,0.00,1.34,0.00,3.60,0.02,0.04,0.12,0.15,0.03,0.82,3.60,1.98,151.63
,Apple snowballs,101.51,24.58,0.86,0.31,19.40,1.25,9.43,0.18,428.91,74.18,24.63,135.84,0.00,6.35,4.93,12.80,70.07,0.04,1.62,0.00,0.02,0.16,0.06,0.00,0.07,0.70,0.07,1.76,0.00,1.79,0.02,0.02,0.12,0.13,0.02,0.45,1.79,1.72,110.44
,Hot orange souffle,179.97,18.77,6.87,8.95,14.93,0.29,53.81,1.03,754.48,4449.16,2758.38,667.97,160.48,107.81,9.92,58.80,114.96,0.05,16.83,0.00,0.04,0.01,0.65,128.26,0.77,0.37,0.34,0.72,5.99,25.13,0.05,0.11,0.14,0.75,0.08,8.35,25.13,5.75,230.68
,Hot chocolate souffle,226.09,26.21,6.70,11.10,22.88,0.12,60.19,1.08,948.77,5879.20,3446.79,689.07,138.51,116.29,17.64,54.11,125.67,0.12,14.96,0.00,0.10,0.00,0.73,111.78,0.83,0.28,0.30,0.60,5.14,21.55,0.04,0.11,0.14,0.69,0.08,7.40,21.55,0.64,149.60
,Hot vanilla souffle,192.93,21.77,6.87,9.07,18.17,0.13,63.20,0.93,809.97,4571.38,2779.99,649.80,153.55,113.07,9.22,59.59,105.25,0.05,16.19,0.00,0.04,0.01,0.66,122.73,0.76,0.32,0.33,0.40,5.73,22.59,0.04,0.12,0.11,0.73,0.08,7.89,22.59,0.71,164.85
,Plain burfi (Burfi),408.32,30.88,9.82,27.96,30.43,0.17,355.78,1.50,1705.52,16689.73,7792.14,1336.46,38.12,284.64,38.12,31.65,325.37,0.07,25.91,0.07,0.08,0.02,1.43,142.89,1.25,0.09,0.00,0.11,0.00,54.97,0.07,0.07,0.30,0.22,0.04,11.85,54.97,0.12,409.40
,Coconut burfi (Nariyal ki burfi),467.64,32.15,8.81,34.63,31.50,3.50,272.81,1.82,1956.59,22149.07,6369.16,1095.02,29.26,254.63,47.20,27.63,401.32,0.24,25.37,0.06,0.39,0.01,1.36,109.67,2.03,0.05,0.00,0.63,0.00,46.87,0.06,0.06,0.35,0.19,0.06,9.20,46.87,0.00,344.06
,Bottle gourd burfi (Ghiya/Lauki burfi),275.96,24.51,5.86,17.68,23.92,0.73,215.85,0.93,1153.35,10775.61,4726.01,786.32,26.43,170.71,24.42,18.15,229.64,0.06,16.20,0.04,0.07,0.00,0.88,99.07,0.64,0.30,0.00,0.73,0.00,47.22,0.05,0.04,0.20,0.31,0.03,7.95,47.22,1.50,299.01
,Chocolate burfi,339.33,33.15,13.00,17.86,32.38,0.00,466.48,2.12,1425.19,11144.92,4918.46,691.69,3.78,381.58,57.02,39.32,449.04,0.15,34.59,0.09,0.06,0.00,1.98,14.18,0.13,0.09,0.00,0.03,0.00,73.38,0.09,0.09,0.37,0.25,0.05,15.68,73.38,0.00,175.74
,Cashewnut burfi (Kaju burfi/Kaju katli),421.74,37.92,5.48,28.46,31.43,1.12,12.95,1.79,1763.94,11442.67,12146.80,2890.81,38.62,145.64,89.83,4.23,186.05,0.68,3.80,0.00,0.52,0.01,1.58,144.73,1.37,1.12,0.00,0.53,0.00,7.33,0.18,0.01,0.30,0.41,0.05,0.75,7.33,0.00,297.37
,Gram flour burfi (Besan burfi),421.79,46.59,11.19,22.41,28.44,3.41,160.71,1.47,1768.65,12686.64,5819.96,1840.70,40.13,181.36,35.67,13.02,226.63,0.14,11.63,0.03,0.74,0.01,1.06,150.41,1.78,0.24,0.00,2.94,0.00,84.51,0.17,0.08,0.72,0.48,0.16,7.42,84.51,0.00,359.54
,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.71,52.86,6.71,21.86,33.28,4.68,106.42,1.73,1796.19,13542.93,4332.25,903.06,27.87,133.31,32.29,14.40,259.35,0.27,12.47,0.02,0.87,0.04,1.17,104.47,1.61,2.47,0.00,0.79,0.00,24.15,0.11,0.04,0.47,0.31,0.06,3.32,24.15,0.11,351.44
,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.43,50.90,5.68,27.03,27.32,6.69,26.72,1.83,1942.70,17143.41,4407.23,941.52,33.81,90.08,34.77,9.06,264.85,0.36,9.07,0.01,1.14,0.04,1.08,126.74,2.13,2.96,0.00,1.03,0.00,14.32,0.11,0.03,0.54,0.33,0.07,0.51,14.32,0.14,402.22
,Gram flour ladoo (Besan ladoo),476.91,62.61,8.93,22.76,37.76,4.43,25.35,1.51,2001.49,12660.41,5835.77,1995.12,52.34,88.26,26.77,5.48,142.26,0.15,2.26,0.00,0.89,0.06,0.74,196.17,2.15,0.80,0.00,3.32,0.00,70.32,0.18,0.06,0.76,0.49,0.17,3.03,70.32,0.00,430.12
,Sesame ladoo (Til ke ladoo),396.96,43.50,10.70,19.64,38.63,7.72,631.82,8.94,1660.91,2954.20,7338.94,8468.23,0.00,376.60,221.36,18.55,430.91,0.71,12.15,0.01,1.12,0.11,3.74,0.00,0.59,28.73,0.00,48.18,0.00,66.09,0.18,0.04,1.80,0.32,0.60,1.84,66.09,0.00,34.34
,Chenna murki,252.69,36.01,10.46,8.20,35.55,0.00,266.85,0.55,1066.03,4910.40,2385.58,243.55,0.00,183.36,15.32,11.40,65.45,0.09,12.84,0.06,0.07,0.00,1.55,0.00,0.01,0.07,0.00,0.00,0.00,51.77,0.01,0.06,0.07,0.27,0.02,11.67,51.77,0.00,107.63
,Milk cake,127.41,9.13,3.01,8.93,8.90,0.06,104.94,0.20,531.52,5166.74,2264.40,337.46,11.56,84.39,7.48,24.97,109.26,0.03,0.86,0.00,0.01,0.00,0.29,43.33,0.46,0.00,0.00,0.00,0.00,6.33,0.03,0.10,0.07,0.30,0.04,1.72,6.33,2.79,261.74
,Ghujia/Lavang latika,768.98,13.00,1.86,78.93,6.08,0.52,31.01,0.44,3168.67,11406.58,16215.63,47734.15,4.62,36.13,7.25,3.28,54.27,0.04,2.51,0.01,0.09,0.01,0.22,17.32,37.19,0.64,0.00,4.88,0.00,6.44,0.02,0.01,0.10,0.09,0.01,1.03,6.44,0.01,72.62
,Gulab Jamun with khoya,586.06,26.09,2.03,53.23,24.12,0.07,67.32,0.39,2425.40,7518.45,11074.91,32406.96,0.00,54.27,7.51,15.09,62.61,0.04,4.79,0.01,0.03,0.00,0.30,0.00,25.13,0.19,0.00,3.24,0.00,10.49,0.02,0.01,0.07,0.06,0.01,2.19,10.49,0.01,28.45
,Mal pua,566.68,17.56,1.71,54.64,11.77,0.62,30.05,0.33,2339.17,7039.70,11333.57,33941.02,0.00,32.74,5.77,6.35,47.87,0.06,0.78,0.00,0.13,0.01,0.23,0.00,26.47,0.64,0.00,3.50,0.00,3.54,0.03,0.03,0.11,0.14,0.02,0.50,3.54,0.45,68.01
,Shahi tukre,189.81,41.46,2.76,2.54,34.70,0.51,76.47,0.37,806.27,1156.67,733.66,141.25,0.00,57.66,9.18,71.04,74.06,0.08,1.46,0.00,0.09,0.01,0.29,0.00,0.28,0.01,0.00,0.06,0.00,7.46,0.05,0.06,0.29,0.15,0.03,0.85,7.46,0.84,83.98
,Potato pakora/pakoda (Aloo pakoda),677.19,6.04,1.90,71.84,0.22,1.03,6.59,0.38,2788.18,8628.82,14729.45,45466.16,0.00,21.94,7.85,63.38,90.01,0.04,0.39,0.00,0.14,0.00,0.15,0.00,35.37,0.02,0.00,5.53,0.00,16.18,0.04,0.01,0.28,0.14,0.05,0.78,16.18,2.75,46.95
,Onion pakora/pakoda (Pyaaz ke pakode),674.61,5.41,1.90,71.84,0.88,1.11,7.95,0.36,2777.39,8630.87,14732.48,45463.55,0.00,20.62,7.13,63.55,46.12,0.04,0.34,0.00,0.15,0.00,0.16,0.00,35.37,0.09,0.00,5.81,0.00,17.76,0.04,0.01,0.19,0.13,0.05,0.93,17.76,0.79,32.85
,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.63,4.52,1.98,71.86,0.23,1.26,8.44,0.42,2764.93,8637.53,14730.75,45476.48,0.00,22.40,7.73,66.54,64.86,0.03,0.35,0.00,0.15,0.00,0.15,0.00,35.36,0.16,0.00,6.98,0.00,19.79,0.04,0.02,0.19,0.17,0.05,0.92,19.79,5.59,28.27
,Mixed vegetable pakora/pakoda,673.81,5.12,1.94,71.86,0.38,1.13,9.55,0.46,2774.04,8635.64,14731.39,45473.01,0.00,21.40,9.51,65.35,75.24,0.04,0.41,0.00,0.18,0.00,0.16,0.00,35.40,0.07,0.00,15.54,0.00,21.23,0.04,0.02,0.21,0.14,0.05,0.94,21.23,3.18,315.85
,Spinach pakora/pakoda (Palak pakoda),712.62,4.68,1.96,76.38,0.20,1.02,10.99,0.52,2933.57,9178.84,15658.98,48334.76,0.00,19.90,10.79,69.54,66.87,0.04,0.45,0.00,0.20,0.00,0.15,0.00,37.67,0.02,0.00,26.10,0.00,24.19,0.05,0.02,0.19,0.11,0.05,0.92,24.19,1.91,625.92
,Methi pakora/pakoda (Methi ke pakode),713.25,4.68,2.06,76.39,0.25,1.18,23.07,0.69,2936.21,9179.85,15657.55,48344.22,0.00,21.19,9.33,69.83,41.72,0.04,0.40,0.00,0.19,0.00,0.16,0.00,37.61,0.15,0.00,32.60,0.00,19.99,0.04,0.03,0.21,0.13,0.06,0.97,19.99,3.67,827.78
,Egg pakora/pakoda (Ande ke pakode),710.51,4.48,2.83,75.86,0.19,0.86,9.55,0.47,2925.47,9254.55,15683.41,47655.87,28.39,31.92,6.16,75.37,37.75,0.04,3.45,0.00,0.13,0.00,0.22,15.36,37.12,0.00,0.07,5.53,1.13,18.83,0.04,0.03,0.17,0.21,0.05,2.07,18.83,0.00,33.79
,Bread pakora/pakoda,710.99,8.87,2.57,74.20,0.46,1.11,19.83,0.46,2929.73,8887.17,15177.86,46839.74,0.00,26.10,7.17,101.49,38.92,0.04,0.95,0.00,0.17,0.00,0.19,0.00,36.45,0.00,0.00,5.44,0.00,17.43,0.05,0.02,0.31,0.10,0.04,0.64,17.43,0.00,22.96
,Paneer pakora/pakoda,718.12,5.52,3.27,76.05,1.08,0.89,43.38,0.43,2957.51,9678.89,15693.41,47438.05,0.00,43.44,7.70,131.70,33.87,0.04,2.10,0.01,0.15,0.00,0.34,0.00,36.88,0.01,0.00,5.55,0.00,22.18,0.04,0.02,0.18,0.14,0.04,2.28,22.18,0.01,45.37
,Potato bonda (Aloo bonda),632.84,4.53,1.09,67.80,0.27,0.83,6.79,0.37,2604.02,8155.41,13971.86,42857.18,0.00,16.90,9.02,132.53,105.94,0.05,0.38,0.00,0.12,0.04,0.14,0.00,33.32,0.82,0.00,7.90,0.00,8.94,0.03,0.01,0.26,0.12,0.04,0.56,8.94,5.00,182.56
,Potato samosa (Aloo ka samosa),577.39,9.21,1.71,59.19,0.29,1.19,7.63,0.50,2377.14,7555.45,12186.44,36936.73,2.33,21.79,11.38,77.10,137.50,0.06,0.28,0.00,0.15,0.01,0.22,8.72,28.73,1.71,0.00,9.10,0.00,9.08,0.05,0.01,0.37,0.18,0.04,0.66,9.08,8.00,239.16
,Minced meat samosa (Keema ka samosa),620.99,6.14,4.43,64.26,0.50,0.39,6.70,0.55,2557.26,9035.79,13708.93,38681.06,16.71,45.91,7.78,88.64,81.99,0.04,0.39,0.00,0.07,0.00,0.74,10.04,30.02,0.55,0.00,4.29,0.00,3.42,0.04,0.04,0.98,0.24,0.05,0.58,3.42,0.61,57.98
,Paneer and pea samosa (Paneer matar ka samosa),623.81,8.55,4.02,63.65,1.69,1.02,64.56,0.53,2569.60,8519.97,13207.58,39205.16,0.00,56.39,11.02,78.18,52.58,0.06,3.06,0.01,0.12,0.00,0.54,0.00,30.45,2.12,0.00,9.54,0.00,19.57,0.05,0.02,0.24,0.20,0.04,3.14,19.57,4.94,216.95
,Mathri,805.12,12.32,1.75,83.10,0.29,0.60,5.23,0.43,3314.32,9984.39,17034.38,52628.26,0.00,18.49,5.79,64.70,30.35,0.04,0.04,0.00,0.13,0.01,0.15,0.00,40.89,1.19,0.00,5.96,0.00,2.73,0.02,0.01,0.13,0.12,0.01,0.11,2.73,0.00,51.50
,Khasta kachori,712.73,12.81,2.51,72.27,0.34,0.97,7.84,0.59,2934.90,8686.80,14816.95,45749.29,0.00,32.93,12.90,90.56,78.13,0.06,1.06,0.00,0.16,0.01,0.27,0.00,35.51,1.33,0.00,5.33,0.00,6.34,0.03,0.01,0.21,0.23,0.03,0.12,6.34,0.85,76.10
,Vegetable cutlet,665.45,4.68,1.25,71.33,0.35,0.93,13.55,0.40,2738.50,8595.55,14638.04,45039.78,6.77,18.46,8.02,85.38,103.14,0.04,1.21,0.00,0.10,0.01,0.16,3.66,35.03,0.72,0.02,7.96,0.27,9.04,0.03,0.01,0.29,0.12,0.05,0.89,9.04,5.00,424.84
,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.71,7.39,1.76,73.89,0.27,0.86,9.17,0.59,2888.94,9016.00,15491.97,46275.86,6.90,33.54,14.57,76.65,119.47,0.07,1.13,0.00,0.13,0.03,0.25,3.73,35.82,0.26,0.02,5.96,0.28,7.24,0.04,0.01,0.62,0.14,0.03,0.63,7.24,3.81,96.70
,Peanut cutlet (Mungfali ke cutlet),698.77,5.68,2.63,74.00,0.51,1.21,14.38,0.56,2878.02,9164.39,15942.01,45738.83,6.75,43.60,20.00,84.24,143.30,0.10,1.41,0.00,0.17,0.02,0.34,3.65,35.22,0.57,0.02,5.89,0.27,11.37,0.06,0.02,1.08,0.16,0.04,0.67,11.37,3.73,96.74
,Fish cutlet (Machli ka cutlet),654.64,3.13,2.77,70.11,0.29,0.54,10.44,0.36,2693.96,8674.15,14398.96,44047.34,11.02,35.34,9.02,75.33,109.15,0.04,4.18,0.00,0.08,0.01,0.15,6.80,34.31,0.19,0.08,6.50,0.37,5.46,0.02,0.01,0.32,0.20,0.04,0.58,5.46,3.00,94.29
,Paneer potato cutlet (Paneer aloo cutlet),672.94,5.23,2.47,71.40,1.02,0.41,45.36,0.38,2770.57,9150.89,14777.88,44357.84,13.33,41.66,7.27,85.71,96.72,0.04,3.56,0.01,0.06,0.00,0.32,7.21,34.48,0.04,0.03,4.79,0.53,12.10,0.02,0.02,0.24,0.15,0.03,2.39,12.10,3.38,62.55
,Spinach chickpeas cutlet (Palak channa dal cutlet),688.03,4.93,1.44,73.60,0.16,0.93,11.30,0.57,2831.18,8871.43,15106.90,46475.96,6.98,24.01,11.84,79.13,144.62,0.06,2.67,0.00,0.13,0.01,0.22,3.77,36.13,0.10,0.02,17.50,0.28,14.97,0.03,0.02,0.28,0.14,0.03,0.74,14.97,4.93,446.85
,Cheese toast,785.37,5.49,1.98,84.11,0.53,0.31,43.87,0.31,3233.23,10613.82,17331.30,52452.57,11.55,47.28,4.08,121.05,26.04,0.03,1.82,0.00,0.06,0.00,0.22,15.91,40.80,0.01,0.02,5.36,0.31,4.72,0.03,0.02,0.17,0.06,0.01,0.64,4.72,0.00,7.96
,Vegetable burger,519.93,13.69,3.26,50.63,1.88,1.70,26.08,0.70,2144.45,5994.21,11447.65,30695.21,7.40,18.34,6.46,168.97,90.87,0.03,1.07,0.00,0.08,0.00,0.16,7.26,23.90,0.72,0.01,8.16,0.18,7.95,0.03,0.04,0.84,0.12,0.04,0.91,7.95,4.79,470.76
,Cheese pizza,249.50,30.62,5.79,12.43,3.42,1.95,96.51,1.09,1047.50,2346.93,1728.01,3449.53,10.64,110.07,17.36,397.73,152.89,0.07,0.52,0.00,0.37,0.01,0.63,22.59,2.73,1.90,0.00,5.14,0.00,12.09,0.22,0.04,1.04,0.14,0.07,0.98,12.09,5.13,942.87
,Vegetable seekh kebab,690.73,5.32,1.57,73.72,0.74,0.59,32.66,0.36,2843.04,9169.58,15165.89,46228.74,0.00,27.84,7.92,83.67,104.53,0.04,1.50,0.01,0.12,0.01,0.22,0.00,35.92,0.14,0.00,6.50,0.00,8.41,0.02,0.01,0.26,0.09,0.03,1.20,8.41,4.17,101.83
,Masala vada,826.02,4.06,1.69,89.15,0.24,1.07,7.45,0.52,3397.89,10707.74,18276.41,56443.62,0.00,25.69,10.44,74.53,97.19,0.09,2.49,0.00,0.14,0.04,0.25,0.00,43.82,0.63,0.00,8.60,0.00,11.92,0.03,0.01,0.16,0.12,0.02,0.11,11.92,0.76,148.63
,Peanut sago vada (Sabudana mungfali vada),749.89,7.14,1.01,79.82,0.19,0.62,5.03,0.38,3087.61,9704.42,16709.68,50118.12,0.00,20.46,10.38,71.29,94.50,0.05,0.21,0.00,0.08,0.02,0.15,0.00,38.81,0.28,0.00,6.33,0.00,5.13,0.03,0.01,0.52,0.08,0.02,0.23,5.13,3.19,91.93
,Vegeterian scotch egg,681.67,4.64,2.16,72.77,0.23,0.58,15.20,0.46,2805.97,8903.48,15056.19,45600.21,34.24,29.12,6.42,93.33,80.64,0.04,4.28,0.00,0.06,0.01,0.22,18.52,35.52,0.53,0.08,6.46,1.37,9.70,0.03,0.02,0.25,0.20,0.04,1.98,9.70,3.75,90.58
,Paneer shaslik/tikka,93.85,7.98,5.11,4.49,4.61,1.23,123.86,0.68,392.27,2171.79,1188.36,767.40,0.00,92.41,15.85,103.39,130.93,0.07,5.46,0.03,0.15,0.01,0.77,0.00,0.61,3.00,0.00,10.84,0.00,39.84,0.03,0.04,0.34,0.26,0.07,6.18,39.84,24.55,1779.63
,Peanut brittle (Moongfali ki chikki),320.46,47.46,6.94,11.13,43.92,2.63,68.03,3.22,1340.21,2695.24,4925.97,3003.20,2.50,137.07,108.38,15.99,420.05,0.27,0.87,0.01,0.78,0.05,1.04,9.36,1.17,2.04,0.00,0.63,0.00,30.37,0.16,0.04,2.89,0.37,0.42,0.70,30.37,0.00,49.31
,Spring roll,623.87,8.56,1.81,64.63,0.60,0.67,9.51,0.49,2568.38,7831.97,13300.00,40778.05,12.15,23.54,7.00,132.84,60.86,0.04,1.40,0.00,0.11,0.01,0.18,6.57,31.70,0.86,0.03,8.13,0.48,10.19,0.03,0.02,0.18,0.16,0.04,1.01,10.19,4.88,424.02
,Dry mango chutney (Sookhe aam ki chutney),298.13,69.17,2.43,0.70,61.86,3.74,72.05,3.98,1247.30,147.05,94.42,334.87,0.00,71.97,77.60,437.91,654.54,0.19,1.51,0.02,0.75,0.05,0.42,0.00,0.10,2.26,0.00,19.23,0.00,18.66,0.07,0.08,0.65,0.22,0.42,0.55,18.66,0.91,6345.34
,Peanut chutney (Mungfali ki chutney),258.37,9.87,11.80,19.06,2.76,5.73,34.79,1.99,1081.16,3941.47,8739.59,5613.41,0.00,197.16,103.32,475.34,414.29,0.46,1.98,0.00,1.08,0.27,1.60,0.00,2.08,3.94,0.00,4.64,0.00,48.29,0.29,0.07,5.54,0.56,0.16,0.90,48.29,20.01,172.49
,Coconut chutney (Nariyal ki chutney),265.92,8.29,3.59,25.00,3.79,6.73,15.70,1.25,1110.19,14366.17,2082.33,2918.46,0.00,47.57,25.07,428.28,230.88,0.20,1.33,0.00,0.43,0.15,0.41,0.00,3.30,0.34,0.00,12.68,0.00,18.70,0.04,0.05,0.26,0.20,0.08,0.36,18.70,16.32,161.60
,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.60,21.18,2.81,0.51,15.88,4.33,107.45,4.76,430.47,110.61,67.05,218.28,0.00,61.57,62.72,391.66,459.42,0.27,2.65,0.03,0.81,0.23,0.54,0.00,0.24,6.80,0.00,87.73,0.00,41.42,0.10,0.07,0.74,0.32,0.13,2.17,41.42,13.75,6306.47
,Custard tart,225.60,28.66,3.72,10.73,9.31,0.91,57.47,0.49,940.77,6625.05,2714.31,464.93,22.28,68.66,12.99,59.74,115.73,0.07,0.43,0.00,0.16,0.30,0.37,100.23,0.31,1.52,0.00,1.39,0.00,7.87,0.05,0.07,0.25,0.33,0.07,1.10,7.87,1.65,237.91
